1998.0849;16.1000;23.2268
1998.0849;16.8000;23.2268
1998.0849;17.1000;23.2268
1998.0849;16.5000;23.2268
1998.0849;16.6000;23.2268
1998.0849;16.4000;23.2268
1998.0849;16.1000;23.2268
1998.0849;15.9000;23.2268
1998.0822;15.5000;23.2284
1998.0822;15.7000;23.2284
1998.0822;16.1000;23.2284
1998.0822;16.7000;23.2284
1998.0822;16.5000;23.2284
1998.0822;16.6000;23.2284
1998.0822;16.6000;23.2284
1998.0822;16.6000;23.2284
1998.0822;16.6000;23.2284
1998.0822;16.7000;23.2284
1998.0822;16.6000;23.2284
1998.0822;17.0000;23.2284
1998.0822;16.7000;23.2284
1998.0822;16.9000;23.2284
1998.0822;17.0000;23.2284
1998.0822;17.2000;23.2284
1998.0822;17.7000;23.2284
1998.0822;17.7000;23.2284
1998.0822;17.4000;23.2284
1998.0822;17.4000;23.2284
1998.0822;17.5000;23.2284
1999.0822;18.6000;22.6294
1999.0822;18.6000;22.6294
1999.0822;20.2000;22.6294
1999.0822;20.2000;22.6294
1999.0822;22.5000;22.6294
1999.0822;21.5000;22.6294
1999.0822;21.7000;22.6294
1999.0822;19.6000;22.6294
1999.0822;19.5000;22.6294
1999.0822;19.8000;22.6294
1999.0822;22.5000;22.6294
1999.0822;23.0000;22.6294
1999.0822;24.1000;22.6294
1999.0822;25.2000;22.6294
1999.0822;23.5000;22.6294
1999.0822;24.4000;22.6294
1999.0822;25.6000;22.6294
1999.0822;25.7000;22.6294
1999.0822;26.3000;22.6294
1999.0822;27.3000;22.6294
1999.0767;27.1000;22.6327
1999.0767;26.4000;22.6327
1999.0767;26.5000;22.6327
1999.0767;26.5000;22.6327
1999.0767;25.8000;22.6327
1999.0767;26.3000;22.6327
1999.0767;25.3000;22.6327
1999.0767;24.8000;22.6327
1999.0767;25.0000;22.6327
1999.0767;25.0000;22.6327
1999.0767;24.9000;22.6327
1999.0767;25.7000;22.6327
1999.0767;24.9000;22.6327
1999.0767;24.4000;22.6327
1999.0767;22.7000;22.6327
1999.0767;22.4000;22.6327
1999.0767;21.7000;22.6327
1999.0767;21.5000;22.6327
1999.0767;20.8000;22.6327
1999.0767;20.9000;22.6327
